id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
318235,AD-0001,heliport,Terra Guindaldes Heliport,42.546257,1.51916,,EU,AD,AD-04,La Massana,no,,,,,,,
338490,AD-0002,closed,Arinsal (Coll de la Botella) Heliport,42.544983,1.452258,,EU,AD,AD-04,La Massana,no,,,,,,,
41841,AD-ALV,heliport,Andorra la Vella (Our Lady of Meritxell Hospital) Heliport,42.511228,1.533651,3450,EU,AD,AD-08,Escaldes-Engordany,no,,,,,,http://pl.wikipedia.org/wiki/Heliport_Andorra_la_Vella,
300646,AEI,heliport,Algeciras Heliport,36.12882,-5.441079,98,EU,ES,ES-AN,Algeciras,yes,,,LEAG,,https://www.aena.es/en/algeciras.html,https://en.wikipedia.org/wiki/Algeciras_Heliport,
35356,AL-0001,heliport,Lapraka Heliport,41.330782,19.795152,297,EU,AL,AL-11,Tirana,no,,,,,,https://en.wikipedia.org/wiki/Lapraka_Airfield,"Lapraka Airfield, Tirana Aerodrome, OOH, ZOOH"
325354,AL-0003,closed,Vlora International Airport (construction),40.605367,19.426095,8,EU,AL,AL-12,Akerni,no,,,,,,https://en.wikipedia.org/wiki/Vlora_International_Airport,"Pish Poro, Mifol Air Base, LAVL, VLO"
340588,AL-0004,heliport,Mother Teresa Hospital Heliport,41.339303,19.830489,420,EU,AL,AL-11,Tirana,no,,,,,,,
340589,AL-0005,heliport,University Trauma Hospital Heliport,41.342857,19.793764,295,EU,AL,AL-11,Tirana,no,,,,,,,
349286,AL-0006,heliport,Pogradec Heliport,40.90539,20.65453,2277,EU,AL,AL-06,Pogradec,no,,,,,,,
349287,AL-0007,heliport,Viva Heliport Baldushk,41.23048,19.80107,436,EU,AL,AL-11,Balshaban,no,,,LABK,,,,
349288,AL-0008,heliport,Farkë Helicopter Base,41.31554,19.88554,801,EU,AL,AL-11,Farkë,no,,,,,,,
349289,AL-0009,heliport,Puka Heliport,42.0417,19.86158,2484,EU,AL,AL-10,Puka,no,,,,,,,
514574,AL-0010,closed,Korçë Teni Konomi City Hospital Heliport,40.6114,20.7852,2939,EU,AL,AL-06,Korçë,no,,,,,,,
515902,AL-0011,heliport,Berat Regional Hospital Heliport,40.70228,19.96852,228,EU,AL,AL-01,Berat,no,,,,,,,
5,AL-0012,closed,Gjirokastër Airfield,40.085383,20.15389,666,EU,AL,AL-05,Gjirokastër,no,,,,,,https://en.wikipedia.org/wiki/Gjirokastër_Airfield,"LA10, LAGK, AL-LA10"
3969,AL-0013,closed,Gjadër Air Base,41.895199,19.5987,23,EU,AL,AL-08,Gjadër,no,,,,,,https://en.wikipedia.org/wiki/Gjad%C3%ABr_Air_Base,"Lezhë-Zadrima Air Base, LAGJ"
3970,AL-0014,closed,Korçë Airfield,40.651741,20.741715,665,EU,AL,AL-06,Qendër Bulgarec,no,,,,,,https://en.wikipedia.org/wiki/Kor%C3%A7%C3%AB_Airfield,"LAKO, Korçë Northwest, Lumalas"
3973,AL-0015,closed,Vlorë Air Base,40.476101,19.474199,3,EU,AL,AL-12,Vlorë,no,,,,,,,"Vlora Air Base, LAVL"
324078,AL-0016,closed,Shkodër Airport,42.089361,19.509111,,EU,AL,AL-10,Shkodër,no,,,,,,,"LASK, LASK"
341255,AL-0017,closed,Sarandë Airfield,39.876113,20.037663,,EU,AL,AL-12,Sarandë,no,,,,,,https://en.wikipedia.org/wiki/Sarand%C3%AB_Airfield,LASR
594441,AL-0018,closed,Shijak Airfield,41.33102,19.54983,72,EU,AL,AL-02,Shijak,no,,,,,,,
43818,AT-0001,heliport,Pöchlarn-Wörth Heliport,48.214386,15.255579,709,EU,AT,AT-3,Pöchlarn-Wörth,no,LOAL,,LOAL,,,,
46529,AT-0002,seaplane_base,Scalaria Airchallenge Water Landing Area,47.734705433100004,13.4438323975,,EU,AT,AT-4,Lake Wolfgang,no,,,,,http://www.airchallenge.scalaria.com/,,
312150,AT-0003,heliport,Bad Tatzmannsdorf PVA Hospital Helipad,47.33072,16.22207,1247,EU,AT,AT-1,Bad Tatzmannsdorf,no,,,,,,,
312153,AT-0004,heliport,Güssing Hospital Helipad,47.04977,16.3217,731,EU,AT,AT-1,Güssing,no,,,,,,,
320904,AT-0005,closed,Retzer Land Heliport,48.75447,15.962132,781,EU,AT,AT-3,Retz,no,,,,,,https://en.wikipedia.org/wiki/Retzer_Land_Heliport,LOAR
329106,AT-0006,heliport,Nenzing ÖAMTC Heliport,47.208934,9.659745,1624,EU,AT,AT-8,Frastanz,no,,,LOJN,,,,Christophorus 8
329108,AT-0007,heliport,Ybbsitz ÖAMTC Heliport,47.969106,14.939405,2000,EU,AT,AT-3,Haselgraben,no,,,LOLY,,,,Christophorus 15
329312,AT-0008,heliport,Gmünd Heliport,48.78522,14.974763,1594,EU,AT,AT-3,Gmünd,no,,,LOBG,,,,
334039,AT-0009,small_airport,Ameis Airstrip,48.657837,16.540234,,EU,AT,AT-3,Ameis,no,,,,,,,
349033,AT-0010,closed,Radochen Airstrip,46.76296,15.90426,,EU,AT,AT-6,,no,,,,,,,
509527,AT-0011,small_airport,Herrnbaumgarten Airstrip,48.6976,16.6598,955,EU,AT,AT-3,Poysdorf,no,,,,,,,Kleinflugplatz Hermbaumgarten/Poysdorf
514007,AT-0013,closed,Rinnsaal Airfield,47.47909,9.60508,1316,EU,AT,AT-8,Höchst,no,,,,,,,
514024,AT-0014,closed,Strasshof Airfield,48.30172,16.61866,535,EU,AT,AT-3,Strasshof an der Nordbahn,no,,,,,,,Deutsch-Wagram Air Base
514626,AT-0015,heliport,Lech / Zürs Heliport,47.184186,10.157166,5361,EU,AT,AT-8,Lech,no,,,LOJW,,,,"Flexenpass, Gallus 1, Lech am Arlberg, LOZR"
514631,AT-0016,heliport,Ehrwald Red Cross Emergency Helipad,47.40553,10.91682,3188,EU,AT,AT-8,Ehrwald,no,,,,,,,
514691,AT-0017,small_airport,Kottingneusiedl Airfield,48.69335,16.46472,643,EU,AT,AT-3,Laa an der Thaya,no,,,,,,,
514799,AT-0018,heliport,Meidling Accident Hospital Heliport,48.17287,16.34463,745,EU,AT,AT-9,Wien,no,,,LOBU,LOBU,,,
514801,AT-0019,heliport,Vienna State Police Directorate Heliport,48.21528,16.36419,,EU,AT,AT-9,Wien,no,,,,,,,
514803,AT-0020,heliport,Federal Criminal Police Office Heliport,48.23442,16.35713,,EU,AT,AT-9,Wien,no,,,,,,,
514804,AT-0021,heliport,Floridsdorf Hospital Heliport,48.26766,16.405914,,EU,AT,AT-9,Wien,no,,,LOBB,LOBB,,,
515016,AT-0022,heliport,Breitenbrunn Heliport,47.94516,16.72973,502,EU,AT,AT-1,Breitenbrunn am Neusiedler See,no,,,,,,,
515409,AT-0023,heliport,Leoben Hospital Heliport,47.38066,15.08471,1911,EU,AT,AT-3,Leoben,no,,,LODA,,,,
515746,AT-0024,small_airport,Tandem Airlebnis Paraglider Field,48.61453,15.40598,1762,EU,AT,AT-3,Franzen,no,,,,,,,
517300,AT-0025,small_airport,Flugplatz Usting,48.31459,13.71796,1263,EU,AT,AT-4,Usting,no,,,,,,,
534190,AT-0026,heliport,Carinthian State Fire Brigade Association Heliport,46.61925,14.34095,1430,EU,AT,AT-2,Klagenfurt am Wörthersee,no,,,,,,,
534191,AT-0027,heliport,Klagenfurt Fire Department Heliport,46.62137,14.29898,1480,EU,AT,AT-2,Klagenfurt am Wörthersee,no,,,,,,,
534596,AT-0028,heliport,Wiesing Highway Patrol Heliport,47.4013,11.80198,1774,EU,AT,AT-7,Wiesing,no,,,,,,,
554776,AT-0029,small_airport,Ossiacher See Paraglider Landing Field,46.65278,13.89145,1647,EU,AT,AT-2,Treffen am Ossiacher See,no,,,,,,,
28129,AT-0030,closed,Aspern Airfield,48.2244,16.5082,516,EU,AT,AT-9,Vienna,no,,,,,,https://en.wikipedia.org/wiki/Aspern,"LOAM, VIE, X-VIE"
30069,AT-0031,closed,Leopoldsdorf im Marchfelde Airfield,48.2267,16.672199,486,EU,AT,AT-3,Leopoldsdorf im Marchfelde,no,,,,,,,LOAL
31839,AT-0032,closed,Trausdorf Airport,47.798024,16.558172,525,EU,AT,AT-1,Trausdorf an der Wulka,no,,,,,,https://en.wikipedia.org/wiki/Trausdorf_Airport,"LOAT, LOAT"
43803,AT-0033,closed,Carinthia State Police Directorate Heliport,46.620018,14.307845,1532,EU,AT,AT-2,Klagenfurt am Wörthersee,no,,,,,,,"Landespolizeikommando Kärnten, LOKY"
43830,AT-0034,closed,Kitzbühel Hospital Helipad,47.449756,12.396033,2510,EU,AT,AT-7,Kitzbühel,no,,,,,,,LOIA
43790,AT-0035,heliport,Kittsee Heliport,48.09321,17.06593,446,EU,AT,AT-1,Kittsee,no,,,,LOAC,,,
43791,AT-0036,heliport,Oberpullendorf Heliport,47.507738,16.511697,909,EU,AT,AT-1,Oberpullendorf,no,,,,LOAO,,,
43792,AT-0037,heliport,Schwerpunkt Heliport,47.279549,16.201566,1076,EU,AT,AT-1,Oberwart,no,,,,LOGR,,,
43794,AT-0038,heliport,Bad Kleinkircheim Heliport,46.811943054199,13.783888816833,3399,EU,AT,AT-2,Bad Kleinkircheim,no,,,,LOKB,,,
43795,AT-0039,heliport,Föderlach Heliport,46.601768493652,13.949712753296,1619,EU,AT,AT-2,Villach,no,,,,LOKD,,,
43796,AT-0040,heliport,Wietersdorf Heliport,46.847778320312,14.536944389343,2070,EU,AT,AT-2,Wietersdorf,no,,,,LOKI,,,
43797,AT-0041,heliport,Hallegg Heliport,46.648056030273,14.245833396912,1493,EU,AT,AT-2,Halleg,no,,,,LOKK,,,
43798,AT-0042,heliport,Deutsch-Ordens-Spital Heliport,46.94722366333,14.410833358765,2113,EU,AT,AT-2,Friesach,no,,,,LOKP,,,
43799,AT-0043,heliport,St. Andrä Im Lavanttal Heliport,46.758331298828,14.825555801392,1414,EU,AT,AT-2,St. Andrä,no,,,,LOKS,,,
43800,AT-0044,heliport,Villach Heliport,46.615692138672,13.857175827026,1732,EU,AT,AT-2,Villach,no,,,,LOKT,,,
43801,AT-0045,heliport,Carinthia University Hospital Rooftop Helipad 2,46.617901,14.295486,1506,EU,AT,AT-2,Klagenfurt am Wörthersee,no,,,,LOKU,,,
43802,AT-0046,heliport,Febau Heliport,46.661109924316,14.615833282471,1568,EU,AT,AT-2,Völkermarkt,no,,,,LOKV,,,
43804,AT-0047,heliport,Zwatzhof Heliport,46.975555419922,14.274722099304,2500,EU,AT,AT-2,Zwatzhof,no,,,,LOKZ,,,
43805,AT-0048,heliport,Patergassen Heliport,46.819442749023,13.857221603394,3576,EU,AT,AT-2,Patergassen,no,,,,LOMP,,,
43806,AT-0049,heliport,Dachlandeplatz Heliport,46.832500457764,14.848055839539,1575,EU,AT,AT-2,Wolfsberg,no,,,,LOMW,,,
43807,AT-0050,heliport,Eisenstadt Heliport,47.84677,16.51345,748,EU,AT,AT-1,Eisenstadt,no,LOAE,,LOAE,,,,
43808,AT-0051,heliport,Baden Hospital Helipad,48.000612,16.255796,733,EU,AT,AT-3,Baden,no,LOAF,,LOAF,,,,
43809,AT-0052,heliport,Horn Heliport,48.669249,15.660705,1012,EU,AT,AT-3,Horn,no,LOAH,,LOAH,,,,
43810,AT-0053,heliport,Krems University Hospital Helipad,48.412753,15.615224,647,EU,AT,AT-3,Krems,no,LOAK,,LOAK,,,,Christophorus 2
43812,AT-0054,heliport,Amstetten Hospital Heliport,48.126714,14.880871,947,EU,AT,AT-3,Amstetten,no,,,,LOAQ,,,
43813,AT-0055,heliport,Wiener Neustadt ÖAMTC Heliport,47.845135,16.251601,900,EU,AT,AT-3,Wiener Neustadt,no,,,,LOAW,,,Christophorus 3
43814,AT-0056,heliport,Sankt Pölten Heliport,48.213279,15.627702,997,EU,AT,AT-3,Sankt Pölten,no,,,,LOAX,,,
43815,AT-0057,heliport,Kilb Heliport,48.086067,15.428381,1388,EU,AT,AT-3,Kilb,no,,,,LOAY,,,Heli-Line
43816,AT-0058,heliport,Zwettl Heliport,48.599721,15.163697,1900,EU,AT,AT-3,Zwettl,no,,,,LOAZ,,,
43820,AT-0059,heliport,Goldeck Talstation Heliport,46.792967,13.483221,1761,EU,AT,AT-2,Spittal an der Drau,no,,,LOKO,,,,
43821,AT-0060,heliport,St. Johann Im Pongau Heliport,47.39416885376,13.222222328186,1803,EU,AT,AT-5,St. Johann Im Pongau,no,,,,LOSJ,,,
43822,AT-0061,heliport,Dachlandeplatz Heliport,47.805839538574,13.027724266052,1452,EU,AT,AT-5,Salzburg,no,,,,LOSL,,,
43823,AT-0062,heliport,Schwarzach Heliport,47.324443817139,13.154999732971,2046,EU,AT,AT-5,Schwarzach,no,,,,LOSS,,,
43824,AT-0063,heliport,Schwarzenbergkaserne Military Heliport,47.797500610352,12.981666564941,1433,EU,AT,AT-5,Salzburg,no,,,,LOXS,,,
43829,AT-0064,heliport,Judenburg Heliport,47.165000915527,14.654999732971,2448,EU,AT,AT-6,Judenburg,no,,,,LOGJ,,,
43835,AT-0065,heliport,Zams ÖAMTC Heliport,47.176235,10.611887,2513,EU,AT,AT-7,Zams,no,,,,LOIL,,,Christophorus 5
43837,AT-0066,heliport,Tyrol State Fire Brigade School Heliport,47.308638,11.050546,2423,EU,AT,AT-7,Telfs,no,,,,LOIN,,,Hubschrauberlandeplatz Landes-Feuerwehrschule Tirol
43838,AT-0067,heliport,Sölden Heliport,46.946556,11.018499,4764,EU,AT,AT-7,Sölden,no,,,,LOIO,,,
43839,AT-0068,heliport,Ischgl Idalp Heliport,46.980419,10.315908,7522,EU,AT,AT-7,Ischgl,no,,,,LOIP,,,Idalpe
43840,AT-0069,heliport,Swarovski Heliport,47.294643,11.600066,1818,EU,AT,AT-7,Wattens,no,,,,LOIS,,,
43842,AT-0070,heliport,Innsbruck University Hospital Heliport,47.261018,11.384733,2057,EU,AT,AT-7,Innsbruck,no,,,,LOIU,,,
43843,AT-0071,heliport,Sankt Vinzenz Heliport,47.16131,10.593883,2546,EU,AT,AT-7,Zams,no,,,,LOIV,,,
43844,AT-0072,heliport,Waidring Heliport,47.585304,12.592628,2493,EU,AT,AT-7,Waidring,no,,,,LOIW,,,
43845,AT-0073,heliport,Schwaz Heliport,47.343887,11.704742,1827,EU,AT,AT-7,Schwaz,no,,,,LOIZ,,,
43846,AT-0074,heliport,Kaltenbach Heliport,47.284914,11.880088,1791,EU,AT,AT-7,Kaltenbach,no,,,,LOJK,,,
43847,AT-0075,heliport,Mayrhofen Heliport,47.17763,11.867096,2000,EU,AT,AT-7,Mayrhofen,no,,,,LOJM,,,
43848,AT-0076,heliport,Innsbruck Air Rescue Center ÖAMTC Heliport,47.255034,11.345485,1998,EU,AT,AT-7,Innsbruck,no,,,,LOJO,,,"Christophorus 1, Flugrettungszentrum"
43849,AT-0077,heliport,Karres Heliport,47.218956,10.768817,2534,EU,AT,AT-7,Karres,no,,,,LOJP,,,
43851,AT-0078,heliport,Zugspitzarena Heliport,47.419359,10.926628,3666,EU,AT,AT-7,Ehrwald,no,,,,LOJZ,,,
43852,AT-0079,heliport,Glock Heliport,46.522736,14.29705,1539,EU,AT,AT-2,Ferlach,no,,,,LOKC,,,
43855,AT-0080,heliport,Feldkirchen-Waiern Heliport,46.734443664551,14.087778091431,2014,EU,AT,AT-7,Feldkirchen-Waiern,no,,,,LOKX,,,
43856,AT-0081,heliport,Hochfilzen Heliport,47.477500915527,12.650278091431,3484,EU,AT,AT-7,Hochfilzen,no,,,,LOXH,,,
43857,AT-0082,heliport,Schwaz Military Heliport,47.334998,11.697559,1774,EU,AT,AT-7,Schwaz,no,,,,LOXI,,,
43860,AT-0083,heliport,Feldkirch Heliport,47.274818,9.591209,1449,EU,AT,AT-8,Feldkirch,no,,,,LOIQ,,,Doctor Schenk Heliport
43861,AT-0084,heliport,Bregenz Heliport,47.496662,9.745111,1492,EU,AT,AT-8,Bregenz,no,,,,LOIX,,,
43862,AT-0085,heliport,Doctor Schenk Sanatorium Schruns Heliport,47.073796,9.913287,2240,EU,AT,AT-8,Schruns,no,,,,LOIY,,,
43863,AT-0086,heliport,Wien-Aspern ÖAMTC Heliport,48.222772,16.512824,516,EU,AT,AT-9,Aspern,no,,,,LOAJ,,,"Austrian Motor Club, Christophorus 9"
43864,AT-0087,heliport,Wien-Meidling Heliport,48.173743,16.322633,737,EU,AT,AT-9,Vienna,no,LOAM,,LOAM,,,,Vienna Police
43865,AT-0088,heliport,Vienna University Hospital Heliport,48.221426,16.346201,689,EU,AT,AT-9,Wien,no,,,,LOBA,,,
594438,AT-0089,closed,Fels am Wagram Airfield,48.43317,15.80151,768,EU,AT,AT-3,Fels am Wagram,no,,,,,,,
594439,AT-0090,closed,Markersdorf Airfield,48.18544,15.49419,840,EU,AT,AT-3,Markersdorf-Haindorf,no,,,,,,,
594440,AT-0091,closed,Reichenau Airport,47.271238,11.421206,1886,EU,AT,AT-7,Innsbruck,no,,,,,,,
594443,AT-0092,closed,Raffelding Airfield,48.29197,14.05555,869,EU,AT,AT-4,Alkoven,no,,,,,,,
43884,BA-0001,small_airport,Ciljuge Sport Airfield,44.436094,18.686457,725,EU,BA,BA-BIH,Bašigovci,no,LQCG,,LQCG,,,,
317425,BA-0002,small_airport,Banja Luka Zalužani Airfield,44.8482,17.222826,,EU,BA,BA-SRP,Zalužani,no,LQBZ,,LQBZ,,,,Sportski Aerodrom Zalužani
321737,BA-0003,small_airport,Brčko-Brod Airfield,44.846235,18.761888,337,EU,BA,BA-SRP,Brod,no,,,,,,,Sportski Aerodrom Brčko-Brod
335270,BA-0004,closed,Trebinje (Zupci) Aerodrome,42.62613,18.41181,2297,EU,BA,BA-SRP,Grab,no,,,,,,,
345690,BA-0005,heliport,Rajlovac Helicopter Base,43.86972,18.30428,,EU,BA,BA-BIH,Sarajevo,no,,,,,,,
345866,BA-0006,small_airport,Kreševo Airstrip,43.885661,18.068562,,EU,BA,BA-BIH,Kreševo,no,,,LQKR,,,,
346794,BA-0007,small_airport,Gorice Airfield,44.911565,18.738884,,EU,BA,BA-SRP,Gorice,no,,,LQGO,,,,
350119,BA-0008,heliport,Trebinje Helipad,42.705382,18.336074,895,EU,BA,BA-SRP,Trebinje,no,,,,,https://etrebinje.com/2020/07/helikopter-sletio-u-trebinje-na-pozaristu-ce-dejstvovati-u-kasnim-popodnevnim-satima/,,
508223,BA-0009,heliport,Grad Sunca Helipad,42.707812,18.286613,265,EU,BA,BA-SRP,Trebinje,no,,,,,,,
549465,BA-0010,small_airport,Dragon Airfield,44.67767,19.12988,,EU,BA,BA-SRP,Suvo Polje,no,,,,,,,Sportski Aerodrom Dragon
562078,BA-0011,small_airport,PPG Paragliding Field,44.77271,16.64856,528,EU,BA,BA-BIH,Sanski Most,no,,,,,,,
575092,BA-0012,small_airport,Koprivna Begovac Airfield,44.9157,18.15029,466,EU,BA,BA-SRP,Modriča,no,,,,,,,
324125,BA-0013,closed,Ćoralići Air Base,44.980871,15.869373,,EU,BA,BA-BIH,Ćoralići,no,,,,,,,"LQCO, LQCO"
324126,BA-0014,closed,Glamoč Air Base,44.083894,16.813588,3034,EU,BA,BA-BIH,Glamoč,no,,,,,,,LQGL
600240,BA-0015,heliport,Banja Luka Hospital Heliport,44.784259,17.175871,790,EU,BA,BA-SRP,Banja Luka,no,,,,,,,
43750,BE-0001,closed,Froidchapelle Glider Field,50.176388,4.352222,902,EU,BE,BE-WHT,Froidchapelle,no,,,,,,,
43753,BE-0002,closed,Chimay-Virelles Ulmodrome,50.117778778,4.33055591583,919,EU,BE,BE-WHT,Chimay,no,,,,,,,
43762,BE-0003,closed,Sovet Airfield,50.286944,5.038462,919,EU,BE,BE-WNA,Ciney,no,,,,,,,
301715,BE-0004,heliport,Zomergem Heliport,51.131424,3.522277,66,EU,BE,BE-VOV,Zomergem,no,,,EBZM,,,,
306974,BE-0005,closed,RAF Castle Camps,52.051389,0.378611,420,EU,GB,GB-ENG,"Cambridge, Cambridgeshire",no,,,,,,https://en.wikipedia.org/wiki/RAF_Castle_Camps,
336984,BE-0006,heliport,Aalst Heliport,50.931377,4.087209,60,EU,BE,BE-VOV,Aalst,no,,,,,,,"EBAL, EBLY"
312154,BE-0007,closed,Imelda Hospital Helipad,51.01767,4.55819,30,EU,BE,BE-VAN,Bonheiden,no,,,,,,,
323796,BE-0008,heliport,Brecht/Vochten Heliport,51.332,4.62466,87,EU,BE,BE-VAN,Brecht,no,,,EBBV,,,,
323798,BE-0009,closed,Jan Palfijn Hospital Heliport,51.048358,3.700268,,EU,BE,BE-VOV,Gent,no,,,,,,,
323969,BE-0010,heliport,Lint Heliport,51.136231,4.478994,36,EU,BE,BE-VAN,Lint,no,,,EBLT,,,,
323973,BE-0011,heliport,Neerpelt/Tilburgs Heliport,51.240015,5.417956,,EU,BE,BE-VLI,Neerpelt,no,,,EBNP,,,,
324445,BE-0012,balloonport,Céroux-Mousty Balloon Field,50.660241,4.513276,,EU,BE,BE-WBR,Céroux-Mousty,no,,,,,http://www.europeanballoon.be/fr/site-decollage-place-ceroux-mousty.html,,
30977,BE-0013,closed,Orchimont Ultralight Airfield,49.90643,4.93413,1312,EU,BE,BE-WNA,Vresse-sur-Semois,no,,,,,,,EBOR
337610,BE-0014,heliport,Ichtegem Heliport,51.062009,3.030462,66,EU,BE,BE-VWV,Ichtegem,no,,,EBWV,,,,
337615,BE-0015,heliport,Lochristi Heliport,51.084131,3.838701,20,EU,BE,BE-VOV,Lochristi,no,,,EBLO,,,,
514093,BE-0016,closed,Walem Heliport,51.0703,4.44653,10,EU,BE,BE-VAN,Mechelen,no,,,,,,,EBMW
342113,BE-0017,heliport,MontLégia CHC Heliport,50.648205,5.534268,571,EU,BE,BE-WLG,,no,,,EBCH,,,,
514315,BE-0018,heliport,Mont-Godinne University Hospital Heliport,50.35869,4.884487,551,EU,BE,BE-WNA,Yvoir,no,,,,,,,
429993,BE-0019,heliport,Queen Astrid Military Hospital Heliport,50.90527,4.38936,209,EU,BE,BE-BRU,Brussels,no,,,,,,,
514316,BE-0020,heliport,Delta General Hospital Rumbeke Campus Heliport,50.91723,3.16542,59,EU,BE,BE-VWV,Roeselare,no,,,,,,,AZ Delta
514419,BE-0021,heliport,Camp King Albert Heliport,50.240628,5.366017,727,EU,BE,BE-WLX,Marche-en-Famenne,no,,,,,,,
514827,BE-0022,heliport,Sankt Nikolaus Hospital Heliport,50.62952,6.02817,902,EU,BE,BE-WLG,Eupen,no,,,,,,,
515404,BE-0023,heliport,Queen Astrid Malmedy Hospital Heliport,50.42694,6.02379,1086,EU,BE,BE-WLG,Malmedy,no,,,,,,,
515475,BE-0024,heliport,Duffel Fire Station Heliport,51.10271,4.49139,30,EU,BE,BE-VAN,Duffel,no,,,,,,,
515476,BE-0025,heliport,Arlon Hospital Heliport,49.67729,5.81996,1301,EU,BE,BE-WLX,Arlon,no,,,,,,,
515477,BE-0026,heliport,Federal Road Police Brecht Heliport,51.35213,4.63124,72,EU,BE,BE-VAN,Brecht,no,,,,,,,
515478,BE-0027,heliport,Federal Road Police West Flanders Jabbeke Heliport,51.19372,3.06436,3,EU,BE,BE-VWV,Jabbeke,no,,,,,,,
515479,BE-0028,heliport,Federal Road Police East Flanders Wetteren Heliport,50.973,3.84096,92,EU,BE,BE-VOV,Wetteren,no,,,,,,,
515515,BE-0029,closed,Ardenne Hospital Heliport,49.92489,5.37936,1647,EU,BE,BE-WLX,Libramont-Chevigny,no,,,,,,,
515516,BE-0030,heliport,Camp Général Bastin Heliport,49.6814,5.77854,1270,EU,BE,BE-WLX,Arlon,no,,,,,,,
515522,BE-0031,closed,Delta General Hospital Torhout Heliport,51.07013,3.09414,69,EU,BE,BE-VWV,Torhout,no,,,,,,,
515523,BE-0032,heliport,Pont d'Oye Heliport,49.73447,5.672,1262,EU,BE,BE-WLX,Habay,no,,,,,,,
515525,BE-0033,heliport,Federal Road Police Antwerp Heliport,51.20284,4.37927,25,EU,BE,BE-VAN,Antwerp,no,,,,,,,
515526,BE-0034,heliport,Federal Police Ghent Heliport,51.06756,3.6941,26,EU,BE,BE-VOV,Ghent,no,,,,,,,
515529,BE-0035,heliport,Sint-Elisabeth General Hospital Zottegem Heliport,50.8629,3.81877,246,EU,BE,BE-VOV,Zottegem,no,,,,,,,
515531,BE-0036,heliport,Federal Road Police Antwerp Turnhout Heliport,51.29609,4.91018,62,EU,BE,BE-VAN,Turnhout,no,,,,,,,
515532,BE-0037,heliport,Federal Road Police Hainaut Péruwelz Heliport,50.53108,3.60476,151,EU,BE,BE-WHT,Péruwelz,no,,,,,,,
515533,BE-0038,heliport,Federal Road Police Antwerp Grobbendonk Heliport,51.17411,4.75769,33,EU,BE,BE-VAN,Grobbendonk,no,,,,,,,
515905,BE-0039,heliport,Jessa Hospital Salvator Campus Heliport,50.90931,5.34324,175,EU,BE,BE-VLI,Hasselt,no,,,,,,,
517154,BE-0040,heliport,Dynali Factory Heliport,50.575412,4.358062,518,EU,BE,BE-WBR,Nivelles,no,,,,,https://www.dynali.com,https://en.wikipedia.org/wiki/Dynali,
575726,BE-0041,heliport,Saint-Jean Barracks Heliport,50.60326,3.40073,52,EU,BE,BE-WHT,Tournai,no,,,,,,,
577174,BE-0042,heliport,Vivalia Princess Paola Hospital Heliport,50.22757,5.32145,751,EU,BE,BE-WLX,Marche-en-Famenne,no,,,,,,,
29037,BE-0043,closed,Kuurne Heliport,50.85842,3.255642,47,EU,BE,BE-VWV,Kuurne,no,,,,,,,EBKU
29040,BE-0044,closed,Zaffelare Heliport,51.130384,3.864098,26,EU,BE,BE-VOV,Lochristi,no,,,,,,,"EBLZ, Saffelaere"
29044,BE-0045,closed,Outer ULM,50.854401,3.98528,151,EU,BE,BE-VOV,Ninove,no,,,,,,,"EBNO, Outer ULM"
30586,BE-0046,closed,Oombergen Airfield,50.909401,3.82667,240,EU,BE,BE-VOV,Zottegem,no,,,,,,,"EBZM, EBZM"
30964,BE-0047,closed,Michamps Ulmodrome,50.0527992249,5.79861021042,1770,EU,BE,BE-WLX,Bastogne,no,,,,,,,"EBBG, EBBG"
30966,BE-0048,closed,Mogimont Ultralight Airfield,49.866402,5.06806,1394,EU,BE,BE-WLX,Bouillon,no,,,,,,https://en.wikipedia.org/wiki/Mogimont_Airport,EBBO
30967,BE-0049,closed,Bassenge-Wonck Ultralight Airfield,50.778301,5.61667,367,EU,BE,BE-WLG,Bassenge,no,,,,,,,EBBW
30968,BE-0050,closed,Saint-Remy Ultralight Airfield,50.0583,4.28194,820,EU,BE,BE-WHT,Chimay,no,,,,,,,EBCS
30970,BE-0051,closed,Héron-Couthuin Ultralight Airfield,50.538898,5.10917,607,EU,BE,BE-WLG,Héron,no,,,,,,,EBHE
30971,BE-0052,closed,Elsenborn Air Base,50.484489,6.183157,1830,EU,BE,BE-WLG,Bütgenbach,no,,,,,,,EBLB
30972,BE-0053,closed,Lierneux Microlight Airfield,50.286701,5.83639,1411,EU,BE,BE-WLG,Lierneux,no,,,,,,,EBLI
30973,BE-0054,closed,Liernu Ultralight Airfield,50.579514,4.79153,564,EU,BE,BE-WNA,Eghezée,no,,,,,,https://en.wikipedia.org/wiki/Liernu_Airfield,EBLN
43719,BE-0055,closed,ULB Heliport,50.811847,4.260989,108,EU,BE,BE-BRU,Brussels,no,,,,,,,"EBUB, Université Libre de Bruxelles"
43724,BE-0056,closed,Kiel Heliport,51.20007,4.358938,10,EU,BE,BE-VAN,Antwerpen,no,,,,,,,EBAK
43725,BE-0057,closed,Luyckx Heliport,51.305171,4.629729,99,EU,BE,BE-VAN,Brecht,no,,,,,,,EBBC
43729,BE-0058,closed,Westmalle Heliport,51.287224,4.714167,88,EU,BE,BE-VAN,Malle,no,,,,,,,EBMA
